,image_id,frontal,lateral,trash
0,10431_lateral.png,8.377493143640891e-10,0.9999969005584717,3.0867556688463083e-06
1,10456_lateral.png,2.9128376155540536e-08,1.0,1.5211748305432593e-08
2,10026_lateral.png,3.8707897997980467e-10,0.9999251365661621,7.48553648008965e-05
3,10254_lateral.png,1.4162845340948138e-09,1.0,3.0935445316515597e-09
4,10457_lateral.png,1.1571242646185867e-17,1.0,1.4260564951129595e-09
5,10184_lateral.png,1.3291159839390332e-10,1.0,3.3114319619720334e-10
6,10221_lateral.png,8.734156790212231e-20,1.0,2.8343768221361643e-08
7,10375_lateral.png,2.6488798879494534e-14,1.0,5.713283002251046e-08
8,10089_lateral.png,2.4950155719238865e-08,1.0,3.366040601804343e-08
9,10326_lateral.png,1.2812827355641796e-19,1.0,1.187428211313346e-10
10,10244_lateral.png,9.949247675722361e-11,1.0,8.156577635531903e-09
11,10447_lateral.png,4.349586106400238e-06,0.9999947547912598,9.527275324217044e-07
12,10275_lateral.png,6.469644268573246e-17,0.9999995231628418,4.598108489517472e-07
13,10161_lateral.png,6.339940341604233e-07,0.9999986886978149,7.480319936803426e-07
14,10237_lateral.png,7.212369671763183e-14,0.9999974966049194,2.5494944111414952e-06
15,10279_lateral.png,1.3678060826983682e-14,0.9999998807907104,1.3351473171496764e-07
16,10346_lateral.png,9.611385394237004e-07,0.9999990463256836,1.8591745920559788e-09
17,10016_lateral.png,1.7203938807949272e-14,0.9999997615814209,2.5160241534649685e-07
18,10010_lateral.png,2.7927233858804357e-08,1.0,3.0942290951685436e-09
19,10441_lateral.png,1.110078392055347e-12,0.9999979734420776,2.0486088487814413e-06
20,10206_lateral.png,2.3324682842940092e-05,0.999970555305481,6.049838248145534e-06
21,10117_lateral.png,0.0004129007284063846,0.99864262342453,0.0009445769246667624
22,10270_lateral.png,4.067708800903347e-07,0.9999996423721313,2.7339821517813334e-09
23,10084_lateral.png,6.209769765064266e-08,0.9999998807907104,1.5993274260495127e-08
24,10366_lateral.png,2.760109328592275e-11,1.0,1.288557021500436e-11
25,10191_lateral.png,1.378449243638613e-09,0.9975034594535828,0.0024965284392237663
26,10099_lateral.png,3.5147661690826393e-12,0.9999524354934692,4.7529974835924804e-05
27,10278_lateral.png,5.611759505775638e-16,0.9999998807907104,8.209460133912216e-08
28,10211_lateral.png,4.582646706552396e-09,0.9998928308486938,0.0001071850856533274
29,10223_lateral.png,1.0384512139083313e-09,1.0,6.037827876559376e-11
30,10143_lateral.png,5.78489200986354e-10,1.0,7.205568919310679e-10
31,10381_lateral.png,1.9616351322167616e-15,0.9999998807907104,7.648790045777787e-08
